customerkey,prefix,firstname,lastname,birthdate,maritalstatus,gender,emailaddress,annualincome,totalchildren,educationlevel,occupation,homeowner,fullname,age,incomecategory
14496,Mrs.,Cindy,Stewart,1952-10-18,Married,Female,cindy23@adventure-works.com,40000.0,3,Partial College,Professional,No,Cindy Stewart,73,Low
14497,Mrs.,Allison,Scott,1952-10-03,Married,Female,allison36@adventure-works.com,40000.0,3,Partial College,Professional,No,Allison Scott,73,Low
14498,Mrs.,Katie,Luo,1937-09-20,Married,Female,katie8@adventure-works.com,70000.0,4,Graduate Degree,Management,Yes,Katie Luo,88,Medium
14499,Mr.,Samuel,Flores,1937-04-09,Married,Male,samuel11@adventure-works.com,100000.0,2,Graduate Degree,Management,Yes,Samuel Flores,89,High
14500,Mrs.,Jasmine,Ward,1937-11-18,Single,Female,jasmine31@adventure-works.com,130000.0,2,Bachelors,Management,No,Jasmine Ward,88,High
14501,Mr.,Ruben,Prasad,1938-05-13,Married,Male,ruben10@adventure-works.com,80000.0,4,Graduate Degree,Management,Yes,Ruben Prasad,88,Medium
14502,Mrs.,Katelyn,Wright,1938-09-11,Married,Female,katelyn44@adventure-works.com,90000.0,5,Bachelors,Management,Yes,Katelyn Wright,87,Medium
14503,Mrs.,Brianna,Alexander,1938-03-20,Married,Female,brianna64@adventure-works.com,90000.0,5,Bachelors,Management,Yes,Brianna Alexander,88,Medium
14504,Mrs.,Nicole,Jones,1938-08-21,Married,Female,nicole3@adventure-works.com,110000.0,2,Graduate Degree,Management,Yes,Nicole Jones,87,High
14505,Mr.,Alex,Edwards,1938-05-25,Married,Male,alex28@adventure-works.com,130000.0,2,Bachelors,Management,Yes,Alex Edwards,88,High
14506,Mrs.,Stacy,Suarez,1940-05-20,Married,Female,stacy20@adventure-works.com,90000.0,5,Bachelors,Management,No,Stacy Suarez,86,Medium
14507,Mr.,Eric,Wright,1940-09-01,Married,Male,eric60@adventure-works.com,100000.0,2,Graduate Degree,Management,Yes,Eric Wright,85,High
14508,Mrs.,Madison,Hall,1940-10-03,Married,Female,madison24@adventure-works.com,100000.0,2,Graduate Degree,Management,Yes,Madison Hall,85,High
14509,Mrs.,Bridget,Deng,1968-03-02,Single,Female,bridget2@adventure-works.com,90000.0,4,Partial College,Skilled Manual,No,Bridget Deng,58,Medium
14511,Mrs.,Danielle,Rogers,1968-11-23,Married,Female,danielle22@adventure-works.com,100000.0,2,Bachelors,Management,Yes,Danielle Rogers,57,High
14512,Mr.,Christopher,Jones,1968-09-06,Married,Male,christopher27@adventure-works.com,100000.0,3,Bachelors,Management,Yes,Christopher Jones,57,High
14513,Mrs.,Alexandra,Turner,1968-11-20,Married,Female,alexandra48@adventure-works.com,130000.0,1,Graduate Degree,Management,Yes,Alexandra Turner,57,High
14514,Ms.,Rachel,Jones,1979-09-11,Single,Female,rachel5@adventure-works.com,30000.0,0,Partial College,Skilled Manual,Yes,Rachel Jones,46,Low
14515,Ms.,Anna,Cooper,1979-08-10,Single,Female,anna13@adventure-works.com,30000.0,0,Partial College,Skilled Manual,Yes,Anna Cooper,46,Low
14516,Mr.,Tommy,Lal,1944-11-25,Single,Male,tommy5@adventure-works.com,10000.0,5,High School,Skilled Manual,Yes,Tommy Lal,81,Low
14517,Mrs.,Ebony,Rodriguez,1944-07-21,Married,Female,ebony20@adventure-works.com,20000.0,3,High School,Skilled Manual,No,Ebony Rodriguez,81,Low
14518,Mrs.,Ann,Mehta,1947-11-08,Married,Female,ann19@adventure-works.com,10000.0,2,High School,Skilled Manual,Yes,Ann Mehta,78,Low
14519,Ms.,Denise,Rana,1978-11-19,Single,Female,denise12@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Yes,Denise Rana,47,Low
14520,Ms.,Bonnie,Xu,1978-12-18,Single,Female,bonnie10@adventure-works.com,40000.0,0,Partial College,Skilled Manual,No,Bonnie Xu,47,Low
14521,Mr.,Rodney,Romero,1947-10-11,Married,Male,rodney5@adventure-works.com,20000.0,4,High School,Skilled Manual,No,Rodney Romero,78,Low
14522,Mr.,Omar,Zheng,1947-08-20,Married,Male,omar18@adventure-works.com,20000.0,4,High School,Skilled Manual,Yes,Omar Zheng,78,Low
14523,Mrs.,Lydia,Fernandez,1947-11-26,Married,Female,lydia14@adventure-works.com,30000.0,2,Partial College,Clerical,No,Lydia Fernandez,78,Low
14524,Ms.,Carla,Prasad,1978-05-19,Married,Female,carla12@adventure-works.com,10000.0,0,Graduate Degree,Manual,Yes,Carla Prasad,48,Low
14525,Ms.,Claudia,Sun,1977-06-07,Married,Female,claudia12@adventure-works.com,10000.0,0,Graduate Degree,Manual,Yes,Claudia Sun,48,Low
14526,Mrs.,Emily,Hall,1962-01-09,Married,Female,emily24@adventure-works.com,10000.0,1,Graduate Degree,Manual,Yes,Emily Hall,64,Low
14527,Mr.,Kurt,Raji,1962-10-08,Married,Male,kurt20@adventure-works.com,10000.0,1,Graduate Degree,Manual,Yes,Kurt Raji,63,Low
14528,Mr.,Casey,Ramos,1962-12-03,Married,Male,casey41@adventure-works.com,10000.0,1,Graduate Degree,Manual,Yes,Casey Ramos,63,Low
14529,Mrs.,Kaitlin,Sai,1962-04-02,Single,Female,kaitlin5@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Kaitlin Sai,64,Low
14530,Mr.,Ethan,Smith,1962-09-01,Married,Male,ethan29@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Ethan Smith,63,Low
14531,Mrs.,Abigail,Garcia,1962-01-21,Married,Female,abigail57@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Abigail Garcia,64,Low
14532,Mrs.,Barbara,Wu,1962-11-21,Married,Female,barbara16@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Barbara Wu,63,Low
14533,Mr.,Roberto,Alonso,1961-10-12,Single,Male,roberto8@adventure-works.com,10000.0,1,Bachelors,Manual,Yes,Roberto Alonso,64,Low
14534,<Na>,Abby,Rana,1961-04-24,Single,Other,abby8@adventure-works.com,10000.0,1,Bachelors,Manual,Yes,Abby Rana,65,Low
14535,Mr.,Dustin,Anand,1961-05-16,Single,Male,dustin22@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Dustin Anand,65,Low
14536,Mrs.,Krystal,Wu,1961-07-02,Single,Female,krystal7@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Krystal Wu,64,Low
14537,Mr.,Clayton,Cai,1935-09-12,Married,Male,clayton18@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Clayton Cai,90,Low
14538,Mrs.,Katherine,Brown,1962-04-20,Single,Female,katherine75@adventure-works.com,30000.0,4,Graduate Degree,Clerical,Yes,Katherine Brown,64,Low
14539,Mrs.,Carrie,Alonso,1962-12-20,Single,Female,carrie8@adventure-works.com,30000.0,4,Graduate Degree,Clerical,Yes,Carrie Alonso,63,Low
14540,Mr.,Randy,Lin,1958-04-18,Married,Male,randy9@adventure-works.com,10000.0,1,Bachelors,Manual,Yes,Randy Lin,68,Low
14541,Mr.,Douglas,Kapoor,1958-05-17,Single,Male,douglas5@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Douglas Kapoor,68,Low
14542,Mr.,Alex,Ward,1957-05-11,Married,Male,alex16@adventure-works.com,10000.0,1,Bachelors,Clerical,Yes,Alex Ward,69,Low
14543,Mrs.,Heather,Lu,1957-08-11,Married,Female,heather10@adventure-works.com,10000.0,1,Partial College,Manual,Yes,Heather Lu,68,Low
14544,Mr.,Darryl,West,1957-03-14,Single,Male,darryl1@adventure-works.com,10000.0,1,Partial College,Manual,Yes,Darryl West,69,Low
14545,Mrs.,Faith,Henderson,1956-09-18,Married,Female,faith4@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Faith Henderson,69,Low
14546,Mrs.,Christina,Sanchez,1956-03-10,Married,Female,christina22@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Christina Sanchez,70,Low
14547,Mr.,Noah,Thompson,1955-07-05,Married,Male,noah63@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Noah Thompson,70,Low
14548,Mrs.,Maria,Turner,1955-06-20,Married,Female,maria48@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Maria Turner,70,Low
14549,Mr.,Arturo,Goel,1955-11-27,Married,Male,arturo44@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Arturo Goel,70,Low
14550,Mrs.,Kristy,Vazquez,1937-04-11,Married,Female,kristy13@adventure-works.com,10000.0,2,Bachelors,Clerical,Yes,Kristy Vazquez,89,Low
14551,Mrs.,Michele,Vance,1937-10-24,Married,Female,michele59@adventure-works.com,20000.0,1,Bachelors,Clerical,Yes,Michele Vance,88,Low
14552,Mrs.,Daisy,Ramos,1939-10-16,Married,Female,daisy12@adventure-works.com,20000.0,1,Bachelors,Clerical,Yes,Daisy Ramos,86,Low
14553,Mrs.,Leah,Ma,1940-10-03,Married,Female,leah12@adventure-works.com,20000.0,1,Bachelors,Clerical,Yes,Leah Ma,85,Low
14554,Mr.,Isaac,Mitchell,1940-07-06,Married,Male,isaac33@adventure-works.com,20000.0,1,Bachelors,Clerical,Yes,Isaac Mitchell,85,Low
14555,Mrs.,Jodi,Kumar,1942-11-14,Single,Female,jodi7@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Jodi Kumar,83,Low
14556,Mr.,Rafael,He,1943-03-25,Married,Male,rafael19@adventure-works.com,10000.0,3,Partial College,Manual,Yes,Rafael He,83,Low
14557,Mr.,Mathew,Sanz,1980-09-22,Married,Male,mathew16@adventure-works.com,10000.0,0,Partial College,Manual,Yes,Mathew Sanz,45,Low
14558,Mrs.,Marcel,Truempy,1970-11-12,Married,Female,marcel0@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Yes,Marcel Truempy,55,Medium
14559,Mrs.,Ashley,Washington,1970-09-21,Married,Female,ashley40@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Yes,Ashley Washington,55,Medium
14560,Mr.,Kelvin,Huang,1970-10-02,Married,Male,kelvin25@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Yes,Kelvin Huang,55,Medium
14561,Mr.,Eduardo,Miller,1970-05-28,Married,Male,eduardo5@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Yes,Eduardo Miller,56,Medium
14562,Mr.,Bryce,Stewart,1970-04-09,Married,Male,bryce21@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Yes,Bryce Stewart,56,Medium
14563,Mr.,Fernando,Carter,1969-09-24,Married,Male,fernando35@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Yes,Fernando Carter,56,Medium
14564,Mrs.,Chloe,Bailey,1969-02-03,Married,Female,chloe53@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Yes,Chloe Bailey,57,Medium
14565,Mrs.,Natalie,Hernandez,1969-04-01,Single,Female,natalie61@adventure-works.com,50000.0,2,Bachelors,Skilled Manual,Yes,Natalie Hernandez,57,Medium
14566,Mrs.,Kaylee,Mitchell,1971-10-04,Married,Female,kaylee33@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Kaylee Mitchell,54,Medium
14567,Mr.,Seth,Thomas,1971-05-25,Married,Male,seth11@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Seth Thomas,55,Medium
14568,Mrs.,Priscilla,Kumar,1971-03-13,Single,Female,priscilla7@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Priscilla Kumar,55,Medium
14570,Mrs.,Hannah,Henderson,1971-04-22,Married,Female,hannah28@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Hannah Henderson,55,Medium
14571,Mrs.,Rachel,Richardson,1971-04-27,Married,Female,rachel38@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Rachel Richardson,55,Medium
14572,Mrs.,Melanie,Foster,1971-04-16,Married,Female,melanie3@adventure-works.com,70000.0,3,Graduate Degree,Professional,Yes,Melanie Foster,55,Medium
14573,Mrs.,Madison,Wood,1969-02-05,Married,Female,madison37@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Madison Wood,57,Medium
14574,Mrs.,Katherine,Powell,1969-03-18,Single,Female,katherine34@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Katherine Powell,57,Medium
14575,Mrs.,Rachel,Lee,1969-05-11,Married,Female,rachel25@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Rachel Lee,57,Medium
14576,Mrs.,Anna,Price,1968-05-22,Single,Female,anna25@adventure-works.com,60000.0,2,Bachelors,Skilled Manual,No,Anna Price,58,Medium
14577,Mrs.,Natalie,Rogers,1968-06-12,Single,Female,natalie3@adventure-works.com,60000.0,2,Bachelors,Skilled Manual,Yes,Natalie Rogers,57,Medium
14578,Mr.,Jonathan,Carter,1968-01-09,Married,Male,jonathan39@adventure-works.com,60000.0,2,Bachelors,Skilled Manual,Yes,Jonathan Carter,58,Medium
14579,Mr.,Luis,Henderson,1968-10-23,Single,Male,luis3@adventure-works.com,60000.0,2,Bachelors,Skilled Manual,Yes,Luis Henderson,57,Medium
14580,Mr.,Kyle,Diaz,1967-03-17,Single,Male,kyle17@adventure-works.com,40000.0,0,Bachelors,Professional,No,Kyle Diaz,59,Low
14581,Mr.,Kevin,Adams,1967-10-21,Single,Male,kevin54@adventure-works.com,40000.0,0,Bachelors,Professional,No,Kevin Adams,58,Low
14582,Mr.,Marcus,Reed,1970-02-03,Married,Male,marcus95@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Marcus Reed,56,Medium
14583,Mrs.,Sydney,Morris,1970-05-13,Married,Female,sydney2@adventure-works.com,60000.0,2,Graduate Degree,Professional,Yes,Sydney Morris,56,Medium
14584,Mrs.,Gabrielle,Mitchell,1970-10-07,Single,Female,gabrielle54@adventure-works.com,80000.0,2,Graduate Degree,Professional,Yes,Gabrielle Mitchell,55,Medium
14585,Mrs.,Kimberly,Torres,1970-04-23,Married,Female,kimberly7@adventure-works.com,80000.0,2,Graduate Degree,Professional,Yes,Kimberly Torres,56,Medium
14586,Mrs.,Todd,Rowe,1967-11-11,Single,Female,todd21@adventure-works.com,70000.0,2,Bachelors,Skilled Manual,Yes,Todd Rowe,58,Medium
14587,Mrs.,Jade,Peterson,1967-10-02,Single,Female,jade4@adventure-works.com,50000.0,2,Bachelors,Skilled Manual,Yes,Jade Peterson,58,Medium
14588,Mr.,Alexander,Taylor,1967-07-22,Single,Male,alexander13@adventure-works.com,50000.0,2,Bachelors,Skilled Manual,Yes,Alexander Taylor,58,Medium
14589,Mrs.,Mackenzie,Cook,1966-02-02,Single,Female,mackenzie20@adventure-works.com,60000.0,3,Bachelors,Skilled Manual,No,Mackenzie Cook,60,Medium
14590,Mrs.,Marissa,Butler,1966-04-26,Single,Female,marissa11@adventure-works.com,60000.0,3,Bachelors,Skilled Manual,Yes,Marissa Butler,60,Medium
14591,Mr.,Charles,Harris,1966-04-08,Single,Male,charles17@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Charles Harris,60,Medium
14592,Ms.,Jessica,Thompson,1966-07-26,Married,Female,jessica63@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Jessica Thompson,59,Medium
14593,Mr.,Jack,Washington,1966-01-13,Married,Male,jack13@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Jack Washington,60,Medium
14594,Ms.,Lauren,Taylor,1966-08-21,Married,Female,lauren27@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Lauren Taylor,59,Medium
14595,Ms.,Andrea,Ward,1966-04-10,Married,Female,andrea13@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Andrea Ward,60,Medium
14596,Mrs.,Amber,Hill,1966-11-14,Married,Female,amber13@adventure-works.com,70000.0,4,Graduate Degree,Professional,Yes,Amber Hill,59,Medium
14597,Mr.,Sean,Reed,1966-04-03,Married,Male,sean28@adventure-works.com,70000.0,4,Graduate Degree,Professional,Yes,Sean Reed,60,Medium
14598,Mrs.,Miranda,Ross,1969-08-21,Married,Female,miranda4@adventure-works.com,70000.0,5,Graduate Degree,Professional,Yes,Miranda Ross,56,Medium
14599,Mr.,Charles,Wilson,1969-03-27,Married,Male,charles10@adventure-works.com,70000.0,5,Graduate Degree,Professional,Yes,Charles Wilson,57,Medium
14600,Mrs.,Ariana,Ramirez,1969-10-18,Married,Female,ariana6@adventure-works.com,70000.0,5,Graduate Degree,Professional,Yes,Ariana Ramirez,56,Medium
14601,Mr.,Nicolas,Rai,1969-10-10,Married,Male,nicolas16@adventure-works.com,80000.0,2,Graduate Degree,Professional,Yes,Nicolas Rai,56,Medium
14602,Mrs.,Kaylee,Kelly,1969-09-08,Married,Female,kaylee1@adventure-works.com,80000.0,3,Graduate Degree,Professional,Yes,Kaylee Kelly,56,Medium
14603,Mrs.,Sara,Ward,1965-04-08,Single,Female,sara13@adventure-works.com,80000.0,3,Bachelors,Skilled Manual,Yes,Sara Ward,61,Medium
14604,Mr.,Nicholas,Rodriguez,1965-10-02,Married,Male,nicholas0@adventure-works.com,80000.0,3,Bachelors,Skilled Manual,Yes,Nicholas Rodriguez,60,Medium
14605,Mrs.,Allison,Brooks,1965-09-25,Single,Female,allison0@adventure-works.com,80000.0,4,Bachelors,Skilled Manual,No,Allison Brooks,60,Medium
14606,Mrs.,Amanda,Cooper,1965-08-14,Single,Female,amanda8@adventure-works.com,80000.0,4,Bachelors,Skilled Manual,No,Amanda Cooper,60,Medium
14607,Mr.,Isaiah,Nelson,1964-05-04,Married,Male,isaiah33@adventure-works.com,50000.0,4,Bachelors,Skilled Manual,Yes,Isaiah Nelson,62,Medium
14608,Mr.,Warren,Gao,1964-02-04,Married,Male,warren29@adventure-works.com,50000.0,4,Bachelors,Skilled Manual,Yes,Warren Gao,62,Medium
14609,Mrs.,Julia,Phillips,1964-07-06,Single,Female,julia5@adventure-works.com,50000.0,5,Bachelors,Skilled Manual,Yes,Julia Phillips,61,Medium
14610,Mrs.,Lauren,Jenkins,1964-03-24,Single,Female,lauren54@adventure-works.com,50000.0,5,Bachelors,Skilled Manual,Yes,Lauren Jenkins,62,Medium
14611,Mrs.,Zoe,James,1964-01-19,Single,Female,zoe7@adventure-works.com,50000.0,4,Bachelors,Skilled Manual,Yes,Zoe James,62,Medium
14612,Mr.,Ernest,Zhang,1963-07-20,Married,Male,ernest0@adventure-works.com,60000.0,4,Bachelors,Professional,Yes,Ernest Zhang,62,Medium
14613,Mr.,Glenn,Huang,1963-08-09,Married,Male,glenn6@adventure-works.com,60000.0,4,Bachelors,Professional,Yes,Glenn Huang,62,Medium
14614,Mr.,Dylan,Bryant,1968-02-11,Single,Male,dylan17@adventure-works.com,60000.0,0,Bachelors,Professional,No,Dylan Bryant,58,Medium
14615,Ms.,Audrey,Dominguez,1968-07-13,Single,Female,audrey14@adventure-works.com,60000.0,0,Bachelors,Professional,No,Audrey Dominguez,57,Medium
14616,Ms.,Emma,Sandberg,1968-02-15,Single,Female,emma47@adventure-works.com,60000.0,0,Bachelors,Professional,Yes,Emma Sandberg,58,Medium
14617,Mr.,Aaron,Flores,1963-02-03,Single,Male,aaron11@adventure-works.com,60000.0,0,Bachelors,Professional,No,Aaron Flores,63,Medium
14618,Mrs.,Gabrielle,Baker,1963-09-09,Married,Female,gabrielle59@adventure-works.com,60000.0,3,Graduate Degree,Professional,Yes,Gabrielle Baker,62,Medium
14619,Mr.,Nathaniel,Sanders,1963-02-26,Married,Male,nathaniel4@adventure-works.com,60000.0,3,Graduate Degree,Professional,Yes,Nathaniel Sanders,63,Medium
14620,Mrs.,Kayla,Patterson,1963-04-22,Married,Female,kayla34@adventure-works.com,60000.0,3,Graduate Degree,Professional,Yes,Kayla Patterson,63,Medium
14621,Mrs.,Chloe,Morris,1962-08-08,Single,Female,chloe47@adventure-works.com,70000.0,1,Bachelors,Professional,Yes,Chloe Morris,63,Medium
14622,Mr.,Brandon,Patterson,1962-02-24,Married,Male,brandon8@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Yes,Brandon Patterson,64,Medium
14623,Mr.,Benjamin,Li,1962-10-06,Married,Male,benjamin28@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Yes,Benjamin Li,63,Medium
14624,Mrs.,Anna,Thomas,1962-05-10,Married,Female,anna48@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Yes,Anna Thomas,64,Medium
14625,Mr.,Benjamin,Simmons,1962-03-10,Married,Male,benjamin16@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Yes,Benjamin Simmons,64,Medium
14626,Mr.,Jesse,Gray,1961-05-24,Married,Male,jesse6@adventure-works.com,40000.0,4,High School,Skilled Manual,Yes,Jesse Gray,65,Low
14627,Mr.,Isaiah,Hill,1961-11-16,Married,Male,isaiah37@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Isaiah Hill,64,Medium
14628,Mr.,Carlos,Brooks,1961-04-23,Married,Male,carlos3@adventure-works.com,60000.0,1,Partial College,Skilled Manual,No,Carlos Brooks,65,Medium
14629,Mr.,Blake,Hernandez,1961-07-24,Married,Male,blake27@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Blake Hernandez,64,Medium
14630,Mr.,Isaiah,James,1961-08-07,Married,Male,isaiah7@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Isaiah James,64,Medium
14631,Mr.,Logan,Flores,1961-04-17,Married,Male,logan15@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Logan Flores,65,Medium
14632,Mr.,Austin,Wang,1961-03-15,Married,Male,austin21@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Austin Wang,65,Medium
14633,Mr.,Timothy,Morgan,1961-10-07,Married,Male,timothy14@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Timothy Morgan,64,Medium
14634,Mrs.,Amber,Baker,1961-11-19,Married,Female,amber17@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Amber Baker,64,Medium
14635,Mr.,Luke,Carter,1960-04-12,Married,Male,luke42@adventure-works.com,40000.0,4,High School,Skilled Manual,Yes,Luke Carter,66,Low
14636,Mrs.,Kelly,Powell,1960-07-04,Married,Female,kelly13@adventure-works.com,40000.0,4,High School,Skilled Manual,Yes,Kelly Powell,65,Low
14637,Mr.,Dustin,Nath,1960-03-08,Married,Male,dustin19@adventure-works.com,40000.0,4,High School,Skilled Manual,No,Dustin Nath,66,Low
14638,Mr.,Blake,Scott,1960-08-21,Single,Male,blake31@adventure-works.com,40000.0,0,Bachelors,Professional,No,Blake Scott,65,Low
14639,Mr.,Jeremiah,Howard,1960-08-24,Married,Male,jeremiah43@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Jeremiah Howard,65,Medium
14640,Ms.,Mackenzie,Adams,1967-09-04,Single,Female,mackenzie36@adventure-works.com,50000.0,0,Partial College,Skilled Manual,Yes,Mackenzie Adams,58,Medium
14641,Mr.,Timothy,Turner,1967-07-19,Married,Male,timothy30@adventure-works.com,50000.0,0,Partial College,Skilled Manual,No,Timothy Turner,58,Medium
